T_name,T_url,Name,Link,Headline
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Muni Bajpai,,CEO and Co-Founder - ROI Mantra
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Sam Bhaumik,,Executive Vice President - Square 1 Bank
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Teri Foley,,"Sr. Manager, CEO Programs | Corporate Messaging & Content - Salesforce"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Michael Weishuhn,,Co-Founder - WyzAnt
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Venkat Nott,,Director - Vinculum Group
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Mario Furgiuele,,"CEO - Karmic Labs, Inc."
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Vinod Sukumaran,,Founder - NirvanaTrip
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Nikhil Patel,,Associate - Brown Rudnick LLP
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Abhas Gupta,,Founder & CEO - Calyx Health
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Jonathan Weatherly,,Client Relationship Director - Global Accounts - Willis Towers Watson
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Eric Gellerman,,Co-Founder - The Wooden Duck
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Jeff Conlon,,Founder/CEO - Ideas Money Art
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Satish Nair,,"Digital Transformation Executive - Advisory, Delivery| US DESIGN PATENT HOLDER: D761,299 - Cognizant"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Michael Johnstone,,VC and Startup Business Development Manager - Google
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Navin Thangiah,,Cofounder - Tribyte Technologies pvt ltd
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Ajit Singh,,Managing Director and General Partner - Artiman Ventures
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Richard Harris‰ã¢,,Owner - The Harris Consulting Group
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Craig Walsey,,"CEO - Brand Access, LLC"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Rich Jesmer,,Account Manager - Legendary Entertainment
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,M S Swaminathan,,Vice President - CPG Vertical - ITC Infotech
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Sarah Gnerre,,"Vice President for Development and Executive Director, AJH Community Health Foundation - Anna Jaques Hospital"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Rick Dodd,,TBA... - TBA...
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Nat Padmanabhan,,Personalized Retargeting Engineer - Criteo
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Krish Subramanian,,Co-Founder & CEO - ChargeBee
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Tom Hudock,,Founder - Love Campaigns
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Vikrant V,,Director - Engineering (India Development Center) - souq.com
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Padmini Pandya,,"Director of Strategy, Asia Pacific & Japan - Citrix"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Eddie Bautista,,Senior Implementation Consultant - Gigya
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Narayan R Thammaiah,,Chief People Officer - Accel
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Gardenia Willoughby,,Partner - Makeable LLC
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Joyce Szudzik,,VP Digital & Social Media - AEG
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Zubin Tavaria,,"Senior Director of Demand Generation - NGINX, Inc."
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Sonia Bercel Collins,,Leadership Development Coach - Sonia Bercel Collins Coaching 
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Paula Batson,,General Manager - Tha Lights Global
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Marco Smit,,"Chief Executive Officer - HealthExpense, Inc."
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Shrikant Lohokare  PhD,,Venture Partner - NextGen Venture Partners
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Susan Kent,,Recruiting Operations - rPeople
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Daniel McKnight,,"Manager, Sales Engineering - Mixpanel"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Justin Keller,,"Sr. Marketing Director - Whil Concepts, Inc."
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Hector Curiel,,"Senior Manager, Partner Digital Marketing - VMware"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Jeremy Carr,,Co-founder / CEO - Asksonar
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Sudheer Dayanand,,Director Paid  Acquisitions (Paid Digital Channels) - Positionå_
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Ken Nagata,,"Principal Product Manager - VCE, the Virtual Computing Environment Company"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Ashini Desai,,Corporate Development - Google
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Bharath Mundlapudi,,Independent Software Professional - Technical Advisor & Consultant - Consultant
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Neal Flowers,,co-founder - goPanache
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Yasmin Khan,,Director of Product Marketing - Skype
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Robert (Bob) Chalfant,,Assistant Professor of Practice - The University of Akron
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Ashvin Radiya,,Organizer - MobileCloud Meetup
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Saurabh Srivastava,,Managing Partner - Immersive Capital
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Brijesh Nambiar,,Associate Director - Marketing Automation Services - Position2
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Zafar Rais,,Founder & CEO - MindShift Interactive
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Deepak Kumar,,"Manager, Marketing Operations - Aruba, a Hewlett Packard Enterprise company"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Lev Mass,,Venture Partner - XSeed Capital
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Lesley Beatty,,Brand Strategy & Research  - Self-employed
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Sharad Singh,,VP Business Development - Trivium Corporate Solutions
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Jim Totte,,Account Director - CA Technologies
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Joan Jenkins,,"Head of Data Governance  I Data Quality I DaaS I Security, Product Marketing - Informatica"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Rajesh Sule,,Managing Director - Position2
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Kumar Ganapathy,,"Working on next adventure - Incubating new startups , learning new areas, meeting passionate entrepreneurs"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Cici Alvord ‰÷Å,,Executive Search - Salesforce
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Wilson Cleveland,,Executive Producer - Unboxd Media
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Raj Nagarajan,,Sr. Product Marketing Manager - Renesas Electronics Corporation
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Matt Smith,,Senior Marketing Manager - Rocket Lawyer
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Bryan Hollar,,Social Media & PR Manager - Fujitsu America
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Brian Wolff,,President and CEO - Parker Technology LLC
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Arshya Lakshman,,Certified Heartfulness Relaxation and Meditation Trainer - Heartfulness Institute
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Asad Awan,,Engineering Director - Facebook
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Jereme Wong,,Director - The French Cellar Pte Ltd
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Eric J. Cholankeril,,"Vice President, Business Operations & Strategy - SAP Hybris"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Mac McConnell,,"Member, Board of Advisors - BlueBird Strategies"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Laura Lippay,,Organic Search & Technical Optimization Lead - Netflix
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Juan C. Espinoza,,Senior Vice President - Oaktree Capital Management
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,David Anvar,,"Principal Scientist - Spirometrix, Inc. (now Spirosure, Inc.)"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Ariana Beil,,VP Customer Success - Mintigo
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Arun Bhattacharya,,"Product Marketing Director, Mobile & Advanced Analytics - Adobe"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Lincoln Murphy,,Customer Success Consultant - Sixteen Ventures
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Dhruva Shetty,,Vice President - Marketing - Mystifly Global Consolidation & Technology Services Pte. Ltd.
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Kitt McCurdy,,Business Consultant - Captora
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Sonia Clark,,Chief Human Resources Officer - Oportun
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Raphael De Souza Esq. MBA,,"Enterprise Director - Searchmetrics, Inc"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Vasuki Moka Murthy,,"VP Sales - Zoniac, Inc"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Christopher Werler,,Direct Mail & Catalog Marketing Consultant - Amherst Direct
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Fayyaz Hussain,,GM & Country Manager - migme
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Peter Marney,,SVP and Chief Product Technology Officer - John Wiley and Sons
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Eli Schwartz,,Director of Marketing - SurveyMonkey
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Siby Kuriakose,,Head - Digital Marketing - Cognizant Technology Solutions
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Bruce Backa,,CEO - NTP Software
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Rakesh Varma,,Director - Position2 Inc.
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Ric Hayes,,"Owner - Coastal Enginuity, LLC"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,John Walliser,,"Director of Sales - Grand Rounds, Inc."
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Nicholas Mitrousis,,Group Technical Director - AKQA
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Saunak Ghosh,,Chief Marketing Officer - OneAssist Consumer Solutions
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Michael Donohue,,"President & CEO - Axial Exchange, Inc."
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Zoe Timms,,Executive Director (Founder) - Women's Education Project
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Mark Badger,,Systems Manager - Unum
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Van Eiseman,,Senior Director Web Marketing - [24]7
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Barry Deutsch,,"IMPACT SPEAKER OF THE YEAR - Hiring, Finding, Interviewing, and Keeping Top Talent - Vistage International"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Shuchi Rana,,"Partner and Co-founder - America Innovates, Inc."
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Dario Derna,,"Sr. Director,  Acquisition Marketing - Pipedrive"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Arun Kumar,,Founder and Consulting Partner - Effilor Consulting Services
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,"Stacey Paddock Malcolmson, CFRE",,"Executive Vice President, External Affairs - Dallas Area Habitat for Humanity"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Vineet Bansal,,Associate Director Product Management - Thermo Fisher Scientific
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Jeff Harrison,,Owner - Applitech
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Osman H Ahmed,,Vice President - Private Equity - KCK-US
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,John Tomaszewski,,Enterprise Sales Executive - Opal (Software)
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Karl Stewart,,"President / Partner  - 48 Communications, Inc"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Fred Shilmover,,Founder & CEO - InsightSquared
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Christine Feng,,Corporate Development - Amazon
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Andrew Braccia,,General Partner - Accel
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Val Stepanova,,Inbound Marketing - Mynd - Property Management
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,David Singh,,VP of Commercial Sales - Lattice Engines
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Adam Buchen,,Director of Technology - rewardStyle
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,David Winterle,,Vice President - Audax Group
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Michael Gutman,,Director of Marketing - FlexJobs
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Eric Williams,,Business Operations - Fort Point Beer Company
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Thorsten Reuter,,Director - Sony Innovation Fund - Sony Innovation Fund
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Paul Lee,,CEO and Co-Founder - Threadloom
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Kristen Emery,,"Pension Adminstrator - Nicholas Pension Consultants, Inc."
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Stephen Yu,,"Practice Head, Advanced Analytics & Insights - eClerx"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Lucas Fleetham,,Principal - Curious Notion
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Rakesh Singh,,"VP & GM, Citrix India - Citrix Systems"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Mike Zappert,,Partner - Adams Street Partners
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Bob Blee,,Head of Corporate Finance - Silicon Valley Bank
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Mark Townsend,,"Marketo Practice Director - Bluewolf, an IBM Company"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Chuck Abood,,Vice President of Retail - Road Runner Sports
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Bapi Vinnakota,,Technical Advisor - Rezolt
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Eric Darwin,,Senior Director Corporate Development - LinkedIn
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Tyler Schulze,,"VP Strategy & Development, Cognitive Engines - Veritone, Inc."
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Vivien Zraick,,"Senior Clinical Manager - Calibra Medical, Inc."
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Darius Miranda,,VP - Innovation Group - Wells Fargo
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Patrick Llewellyn,,Chief Executive Officer & President - 99designs
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Amir Sunderji,,Chief Risk Officer - YapStone
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Yaw Yeo,,"Head of New Markets and Strategic Partnerships, APAC | Director of Twilio APAC - Twilio Inc."
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Gagan Kumar,,Partner - Accel India
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Wende Hutton,,General Partner - Canaan Partners
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Matthew Musico,,VP - Specialty Finance  - Square 1 Bank
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Sarah Reilly Engel,,Founder - Campsix
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Tom Kirk,,"VP Global Sales - Janrain, Inc."
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Danny Sullivan,,Founding Editor - Marketing Land & Search Engine Land
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Bryan Hollis,,Regional Sales Manager - ARC Technology Solutions (a unit of ARC Document Solutions NYSE:ARC)
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Henna Shah,,President & CEO - Kamani Group
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Mike Kaswan,,Consulting CFO & Managing Partner - NY/NJ/PA - Burkland Associates
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,John Piscitello,,"Film Composer, Unseen Enemy - Next Station Music"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Daniel Marein-Efron,,Realtor - Keller Williams Realty
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Jonathan Tam,,"Research Director, Demand Creation Strategies - SiriusDecisions"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Eli Saldivar,,Director of Digital Practice - The Marketing Arm
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Francis Dion,,CEO - Xpertdoc
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Pete Levangie,,President & Chief Executive Officer - Bay State Milling Company
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Stephanie Tan,,"Head of Talent and Director HR, SSIC - Samsung"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Margaret Echerd,,"VP, Corporate Controller - Quotient Technology (Formerly Coupons.com)"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Matt Wilkerson,,Founder & CEO - Paragon One
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Maxwell August Croy,,Consultant - Freelance
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Rajesh Krishnan,,"Director Product Commercialization - Senseonics, Incorporated"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Sudeep Charles,,"Product Management, Web Security Products - Asia Pacific and Japan - Akamai Technologies"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Rick Morrison,,Founder and CEO - Comprehend Systems
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Eric Flowers,,Trustee - Saint Mary's College of California
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,John Miller,,President - Scribewise
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Donna Hanson,,Head of Direct Marketing - MoneyLion Inc.
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Giles House,,EVP & Chief Product Officer - CallidusCloud
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Christian Jensen,,Co-Head of Private Investments - Dragoneer Investment Group
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Monish Datta,,"Product Marketing Manager, Monetization Product Marketing, North America - Facebook"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Sarah Kidder,,Proprietress - Sarah Kidder Designs
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Dani Spires,,"Program Manager, Digital - Salesforce"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Drinda Benjamin,,"Associate Director, Marketing - Medicines360"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Vikas Jain,,Head of AdX Agencies and Strategic Advertiser Solutions - Google
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Patrick Renvoise,,Chief Neuromarketing Officer & Co-Founder - SalesBrain
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Rob  Mapes,,General Manager - frog
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Frank Lee,,Managing Director - UMC Capital
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Andy Weyer,,Senior Vice President - Square 1 Bank (a division of Pacific Western Bank)
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Vikram Peddakotla,,Founder & Consulting Partner - Effilor Consulting Services
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,david fleck,,Chief Strategy Officer - Disqus
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Nitin Pachisia,,Investor - Togg
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Dean Silvestri,,"Director, Creative Services - RiseSmart"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Manju Ramachandran,,Corporate Relations Officer - Second Harvest Food Bank of Santa Clara and San Mateo Counties
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Jitendra Joshi,,Director Ecommerce and Customer Success  - Capillary Technologies
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,AimÌ©e (LaFont) Leifer,,"Angel Investor/Advisory Board Member/Consultant - Healthcare, Job Placement, Real Estate, Recruiting"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,John Trbovich,,Co-Founder and General Partner - Arsenal Venture Partners
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Nelson Carvalho,,"Country Head, India - Dynamic Results LLC"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Chris Turitzin,,Interim CTO - American Sleep Apnea Association
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Sabrina Gao,,Head of Direct Marketing - Dashlane
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Kara Jariwala,,Marketing Consultant - Kara J Consulting
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Amalia Rosen,,VP Demand Generation and Brand Marketing -Enterprise Software - Determine
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Amit Tungare,,User Experience Design Lead - SolarWinds MSP
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Tim Barry,,Data Science Consultant/Contractor - MetLife
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Pauline Reader,,VP Marketing - Minted
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Simon Tisminezky,,Head of Growth - ipsy
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Anne Zizzo,,Founder & CEO - Zizzo Group - An Engagement Agency
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Eliot Hochberg,,Contract Game Graphics Designer - IDW Publishing
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Tyler Bahl,,Head of Brand Marketing | Consumer Apps - Google
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Tim Lasonde,,Board Member & President - North Shore Technology Council
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Jeremiah Knight,,"Executive Director, Digital - Saatchi & Saatchi LA"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Claire Chang,,Managing Director - igniteXL
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Ricky Yean,,Co-Founder & CEO - Upbeat
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Asha Kumari D,,"Director, Product Engineering - Pramata Knowledge Solutions Private Limited"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Jim LaBonte,,"Sales Executive, Commercial - Mixpanel"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Arthur Kesteloot Jr,,"Digital Connected Health IoT Practice, Subject Matter Expert and Go to Market Lead - Accenture"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Wayne Huie,,Partner - Young Electric Company
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Stephanie Lin,,Head of Marketing - ipsy
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Gordon Chan,,"Head of Marketing, Americas - Finastra"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Jeremy Pavlakovich,,Pilot Operations Manager - CooperVision
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Tim Allison,,Director of Development - University of New Hampshire
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Monte Malhotra,,"Chief Dream Enabler, Founder - Money Intelligence"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Matt Bontaites,,Senior Brand Partner - Foursquare
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Linda Lee,,First Vice President & Senior Relationship Manager - East West Bank - Technology & Commercial Banking Group
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Erick Mullen,,Managing Director - Mercury Public Affairs
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Angela Zepeda,,"SVP, Business Development - INNOCEAN USA"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Dave Timm,,Vice President - Silergy
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Bryon Taylor,,Digital Director - Modular Workshop
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Sam Khandelwal,,Mentor - Geek Camp
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Sunil Nalawade,,Director - Performance Media - Sparkt India
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Sanjeev Dhanaraj,,Senior Director - Digital Transformation  - Positionå_
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Sunny Edmunds,,Digital Strategy Consultant - Sunny Edmunds Consulting
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Bobby Sherwin,,Senior Program Manager - Getty Images
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,James Pratt,,"Lead Member Technical Staff - AT&T Labs, Inc."
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Jonathan Eccles,,Group Product Manager - Pandora
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Thai Randolph,,"SVP Marketing, Laugh Out Loud Network - Lionsgate"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,William Sahlman,,Professor - Harvard Business School
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Sharon English Hebrok,,Director of Human Resources and Administration - Procept BioRobotics
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Myron Mau,,Owner - Mau Insurance Services
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Ramsey Walker,,"Senior Vice President, Client Advisory - Jordan Park Group"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Shekhar Kirani,,Partner - Accel Partners
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Ashish Sharma,,Principal - Axtria
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Carree L Syrek,,Social Media Practice Lead/Digital Strategist-CHQ Marketing - IBM
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,"Jim Forsell, Ph.D",,"President - JHF CONSULTING, LLC"
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Gil Canare,,Senior Research Director - Demand Creation Strategies - SiriusDecisions
Rajiv Parikh,https://www.linkedin.com/in/rajivparikh/,Parul Raj Lodha,,Product Management - Autoninja
